8545,664063;
8515,636719;
8523,504883;
8535,926758;
8543,351563;
8540,967773;
8531,186523;
8387,913086;
8279;
8300,962891;
8281,337891;
8298,512695;
8288,216797;
8241,351563;
8173,28125;
8159,011231;
8178,454102;
8183,499023;
8156,462402;
8173,795898;
8130,492676;
8128,289551;
7782,981934;
7945,927246;
8003,730957;
8007,897949;
8000,589356;
7996,06543;
7957,328613;
7930,998535;
7941,447266;
7900,785156;
7843,063965;
7860,994629;
7862,708008;
7368,983398;
6986,659668;
7078,270508;
7439,355469;
7585,947266;
6280,63916;
6780,501953;
7442,907715;
7494,788086;
7470,12793;
7441,538086;
7367,856934;
7624,775879;
6770,520996;
6398,866211;
7041,276367;
7050,000488;
7031,21582;
7023,717285;
7029,773926;
7035,753906;
6727,245117;
7889,746582;
8647,114258;
8729,490234;
8739,599609;
8715,807617;
8639,847656;
8933,869141;
9159,049805;
9129,371094;
9322,306641;
9476,411133;
9326,584961;
6362,803223;
1369,126221;
4629,123535;
8487,610352;
10182,43066;
10139,93359;
9371,887695;
8879,244141;
8597,683594;
7090,110352;
7033,317383;
8310,501953;
9205,174805;
9505,075195;
9792,567383;
10296,69629;
10987,50781;
11587,81836;
11602,67871;
11969,06543;
10571,02637;
11666,71777;
0;
5145,986328;
7007,312988;
12203,46777;
13886,85059;
13930,01953;
13905,22852;
13914,78516;
13893,06543;
13901,76953;
13913,73242;
13917,57715;
13923,72461;
13894,07324;
13873,66406;
13916,98828;
13881,94336;
13904,10742;
13920,15332;
13918,96582;
13879,64355;
13843,69336;
13592,96875;
13428,31934;
13219,21289;
13821,65723;
13794,1377;
13755,88867;
13700,44141;
13682,66504;
13678,64941;
13685,97363;
13451,29688;
13349,27051;
13217,30859;
13326,80078;
13222,44434;
13184,67871;
13097,96387;
13100,51563;
13082,90723;
13047,87793;
12937,90137;
12868,80859;
12842,74316;
12846,34277;
12767,75879;
12763,68066;
12064,3623;
12105,39648;
12091,03418;
12107,12988;
12110,22949;
12071,70703;
12109,32715;
12141,68945;
12121,19531;
12104,90723;
12112,55273;
12122,26855;
12005,14258;
12003,44629;
12008,2666;
11849,12305;
11828,92188;
11816,95313;
11811,87793;
11828,00879;
11753,04492;
11747,49316;
11738,35156;
11750,4707;
11642,39551;
10731,31641;
3243,329346;
3441,852051;
11003,80078;
12735,03125;
13727,27051;
13497,68555;
13265,18848;
13314,90332;
13389,96094;
13237,89258;
13217,69336;
13212,25293;
13164,65625;
13213,35449;
13213,65723;
13199,44434;
13296,25195;
13437,97168;
13441,60352;
13564,21191;
13821,26953;
13894,13379;
13904,44531;
13900,79102;
13887,91406;
13902,42285;
13899,81055;
13905,89746;
13902,53613;
13887,53027;
13893,23047;
13919,75098;
13909,20801;
13904,76758;
13903,3623;
13913,21094;
13903,22754;
13909,11523;
13916,51074;
13894,24902;
13884,14453;
13909,68066;
13890,47266;
13887,11523;
13897,30957;
13905,19434;
13907,30371;
13857,69336;
13296,32031;
13318,24805;
13895,16406;
13862,77344;
13873,8457;
13896,14063;
13866,96582;
13878,83594;
13881,47559;
13894,49121;
13879,66406;
13881,53418;
13861,92285;
13874,08398;
13880,55664;
13882,63184;
13886,56152;
13879,74609;
13861,33887;
13882,24316;
13884,13574;
13885,17383;
13873,11426;
13883,25586;
13884,42383;
13889,49414;
13904,18359;
13890,8252;
13894,18066;
13903,61914;
13871,27246;
13857,12207;
13923,13477;
13922,61914;
13895,7793;
13883,83398;
13907,71191;
13903,28516;
13885,24219;
13904;
13915,02148;
13900,66699;
13922,40723;
13915,56543;
13902,68066;
13908,60645;
13902,3291;
13938,26172;
13908,94141;
13900,29785;
13912,34375;
13918,26855;
13916,28418;
13898,34277;
13928,49805;
13932,18555;
13920,55371;
13930,56738;
13896,89941;
8506,142578;
1764,202637;
27,7303352;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
3054,314697;
3477,687012;
3531,294922;
3594,767822;
2986,254639;
2895,727051;
2817,664795;
2615,3396;
3136,082764;
6620,655273;
12400,6123;
13905,53613;
13908,91602;
13886,9209;
13909,00098;
13886,59863;
13868,75684;
13886,61719;
13897,79395;
13900,07715;
13886,28809;
13894,0166;
13897,25293;
13897,70703;
13880,85156;
13893,95215;
13897,34375;
13887,44434;
13898,82617;
13900,91797;
13878,64648;
13870,70117;
13893,27734;
13833,60742;
13910,84082;
13901,08105;
13882,8623;
13896,64746;
13889,37891;
13872,67188;
13892,2666;
13897,00781;
13909,4707;
13872,37207;
13910,24512;
13905,86035;
13869,39844;
13903,9248;
13880,45898;
13896,89844;
13918,43555;
13905,25391;
13887,71094;
13946,86719;
13900,37793;
13896,6582;
13870,76855;
13866,08301;
13902,54199;
13908,10059;
13906,11426;
13920,45508;
13907,6084;
13531,7207;
13206,24512;
13910,83105;
13948,28418;
13890,07129;
13873,72656;
7024,862305;
3632,88501;
7386,988281;
13583,67383;
13908,42188;
13914,98145;
13911,02441;
13903,75977;
13918,60449;
13918,0918;
13914,37695;
13908,87793;
13918,00879;
13914,37109;
13919,68457;
13908,59375;
13897,77344;
13917,49316;
13907,4209;
13918,29102;
13911,06641;
13918,05859;
13922,50879;
13928,2334;
13904,47461;
13912,7207;
13916,77637;
13882,42383;
13924,53125;
13883,5;
13903,99609;
13908,81445;
13910,44043;
13903,1582;
13905,42773;
13919,59961;
13933,54102;
13930,0459;
13918,80859;
13888,2959;
13898,95508;
13893,70117;
13886,14746;
13873,68164;
13880,70605;
13891,375;
13868,11621;
13886,8252;
13878,7793;
13884,41895;
13891,05957;
13014,36621;
12969,09473;
12825,73535;
12652,9375;
12512,69238;
12499,32422;
12343,78125;
12249,89746;
12144,56934;
12025,5332;
12022,5459;
11951,61914;
12025,86426;
11969,8916;
11852,76465;
11652,1709;
11693,6123;
11571,03809;
11514,14746;
11397,05469;
11258,71289;
11258,35156;
11241,93359;
11198,71387;
11101,18652;
11012,22461;
11014,9707;
10647,43457;
10597,83008;
10607,56348;
10599,15723;
10588,11035;
10480,16113;
10459,93555;
10370,89551;
10355,7793;
10121,68848;
10066,07227;
10039,00391;
10050,00293;
10056,44727;
9919,472656;
9792,78418;
9860,875977;
9791,485352;
9803,797852;
9673,78125;
9644,166992;
9715,076172;
9661,916992;
9648,195313;
9642,580078;
9658,258789;
9672,666992;
8899,311523;
9150,557617;
9191,609375;
9236,369141;
9272,015625;
9297,865234;
9289,595703;
9289,378906;
9250,853516;
9136,154297;
9149,84668;
9132,258789;
9136,674805;
9024,011719;
8738,179688;
8728,550781;
8736,488281;
8812,193359;
8881,543945;
8859,19043;
8887,128906;
8883,454102;
8921,134766;
8983,78418;
8968,642578;
9021,945313;
9043,09668;
9041,307617;
9027,825195;
9028,630859;
9024,980469;
8962,305664;
8952,727539;
8976,175781;
8541,5;
8706,883789;
8722,091797;
8729,623047;
8726,806641;
8649,817383;
8652,927734;
8624,904297;
8596,990234;
8579,780273;
8238,383789;
8442,799805;
8424,076172;
8297,370117;
8177,579102;
8185,150391;
8167,116211;
8181,820313;
8180,608887;
7618,137207;
7819,572266;
7879,565918;
7892,883301;
7883,893555;
7835,223633;
7782,986328;
7771,577148;
7650,664063;
7655,005371;
7590,234375;
7534,323242;
7525,366211;
7514,453125;
6992,153809;
6142,466797;
7290,836426;
7284,008789;
7298,351074;
7278,90918;
7286,503418;
7090,87207;
7055,310059;
7033,371094;
7029,713379;
7142,560059;
7516,300293;
7579,287598;
7581,521973;
7594,865723;
7559,922852;
7448,96582;
7413,663574;
7392,776367;
7432,881836;
7458,329102;
7412,912598;
7440,958008;
7443,397949;
7432,208008;
7451,708984;
7439,429199;
7432,133301;
7442,697754;
7439,952148;
7424,053223;
7428,103027;
7454,881836;
7439,390625;
7443,45166;
7443,83252;
7449,004395;
7445,829102;
7446,837891;
7377,099609;
7278,344238;
7186,271484;
7208,735352;
7209,075195;
7209,125977;
7187,633301;
7190,351563;
7085,085938;
6925,438965;
7003,449219;
6868,000488;
7043,664551;
7050,628418;
7044,018066;
7039,311523;
7050,97168;
7046,463379;
7039,48877;
7040,785156;
7046,767578;
7044,043945;
7045,052246;
7044,90625;
7044,636719;
7046,40918;
7040,095703;
7043,734863;
7046,108398;
7046,122559;
6912,500977;
6831,68457;
6825,071777;
6831,266602;
6895,962402;
6897,34668;
6840,603516;
6826,119629;
6828,419434;
6826,566406;
6823,938477;
6825,236328;
6612,882324;
6649,900391;
6661,210449;
6660,874023;
6657,76416;
6659,55127;
6665,714844;
6656,195801;
6241,777832;
6346,630859;
6457,977539;
6461,919922;
6458,98584;
6461,612793;
6464,059082;
6461,179688;
6365,654297;
6286,686035;
6309,193848;
6319,822266;
6321,507813;
6316,487305;
6313,19043;
6318,443848;
6310,443848;
6231,438965;
6218,07959;
6219,172363;
6218,958984;
6249,10791;
6364,567871;
6367,291016;
6374,756836;
6351,400879;
6380,336914;
6372,878906;
6358,898926;
6368,645508;
6380,666992;
6370,085938;
6370,718262;
6373,02002;
6376,317871;
6368,649414;
6372,981445;
6371,848633;
6373,791016;
6375,933594;
6376,244629;
6364,264648;
6377,279785;
6379,911621;
6361,036133;
6376,288086;
6537,890137;
6396,6875;
6391,59668;
6427,481445;
6397,851074;
6403,270996;
6420,603516;
6418,364746;
6405,913574;
6422,830566;
6411,14502;
6418,065918;
6413,417481;
6439,779297;
6447,496582;
6462,341797;
6468,659668;
6458,521484;
6462,377441;
6455,365234;
6457,871094;
6464,907715;
6461,517578;
6458,437988;
6242,109863;
6263,583984;
6337,927734;
6350,780273;
6301,67334;
6219,876465;
6217,96875;
6216,991211;
6220,451172;
6213,947754;
6210,471191;
6222,647461;
6221,667481;
6153,666016;
6149,032227;
6144,507813;
6150,27832;
6147,744629;
6144,956543;
6143,264648;
6152,016602;
6149,774414;
6218,976074;
6221,128906;
6214,434082;
6208,460449;
6225,721191;
6221,088379;
6214,710449;
6206,133301;
6216,395996;
6334,233398;
6350,187988;
6337,568359;
6338,241699;
6334,246094;
6337,992188;
6339,668457;
6328,940918;
6337,515625;
6342,52832;
6335,839356;
6364,582031;
6490,588867;
6487,057617;
6485,566895;
6487,355957;
6486,500977;
6481,373535;
6501,491211;
6490,81543;
6476,249512;
6491,839844;
6490,916504;
6494,776367;
6489,70752;
6491,442871;
6486,116699;
6487,436523;
6488,975098;
6501,455566;
6486,20459;
6487,696289;
6487,192871;
6487,526856;
6489,681152;
6493,227051;
6494,603027;
6478,408691;
6494,322266;
6496,987793;
6489,442383;
6436,439941;
6271,605957;
6259,739258;
6177,235352;
6121,01709;
6170,345703;
6168,833008;
6175,939453;
6171,486328;
6167,840332;
6176,783691;
6176,523438;
5911,110352;
5936,787109;
5928,923828;
5936,068359;
5981,657227;
5980,650879;
5966,601563;
5949,566406;
5976,00293;
5969,955078;
5977,636719;
5978,550293;
5977,876465;
5979,722168;
5970,3125;
5977,557617;
5972,773926;
5977,861816;
5977,556641;
5733,404785;
5848,62207;
5854,252441;
5837,858398;
5856,930176;
5854,744629;
5851,398926;
5753,965332;
5733,147461;
5732,561035;
5728,916504;
5735,196289;
5729,306152;
5724,337402;
5732,05957;
5729,373047;
5633,596191;
5454,067383;
5565,90918;
5614,00293;
5588,042969;
5602,331543;
5567,046875;
5487,027832;
5482,621582;
5493,109375;
5477,956055;
5474,172363;
5437,433594;
5435,581055;
5456,98291;
5478,879395;
5415,826172;
5372,558594;
5365,920898;
5361,819336;
5369,084473;
5359,630371;
5367,308106;
5438,083496;
5529,444336;
5578,957031;
5550,918457;
5510,116211;
5507,875488;
5510,327637;
5512,713379;
5516,418945;
5517,403809;
5516,257813;
5514,447266;
5518,397461;
5521,568848;
5513,968262;
5510,263184;
5516,901856;
5519,042969;
5517,394531;
5518,80127;
5517,532227;
5517,598145;
5515,51709;
5521,847168;
5518,30127;
5511,667969;
5526,043945;
5477,354004;
5379,132324;
5410,760742;
5375,925781;
5306,15918;
5304,195313;
5300,812988;
5301,128418;
5294,528809;
5292,114258;
5305,169434;
5299,048828;
5303,265137;
5291,612793;
5288,427734;
5302,035645;
5297,52832;
5181,94043;
3991,81958;
3670,647217;
3748,915039;
3911,740479;
4298,631348;
4935,273438;
5135,850586;
5124,688965;
5128,580078;
5126,594727;
5125,283691;
5130,112793;
5133,223145;
5119,375;
4677,394531;
4861,762695;
5128,905762;
5127,740723;
5128,438965;
5127,592285;
5130,84668;
5123,221191;
5124,648438;
4910,095215;
4884,512695;
4884,637695;
4878,806152;
4877,753906;
4881,284668;
4889,935547;
4888,470215;
4882,885254;
4890,664063;
4879,197266;
4888,740234;
4885,519043;
4882,112793;
4886,191406;
4886,745117;
4885,643555;
4764,375;
4768,126953;
4758,362793;
4769,944824;
4774,610352;
4763,976074;
4763,393066;
4752,958496;
4666,99707;
4647,748047;
4677,433594;
4688,370117;
4676,493164;
4679,36084;
4685,141602;
4692,907715;
4669,899902;
4678,622559;
4680,884766;
4624,524414;
4804,396973;
4802,404297;
4827,661621;
4837,946777;
4845,615723;
4839,995606;
4839,910156;
4826,487305;
4826,052734;
4818,84375;
4778,576172;
4414,900391;
4734,776367;
4772,855957;
4753,538574;
4759,948242;
4774,845215;
4646,337402;
4647,771484;
4651,320801;
4715,591309;
4715,100098;
4713,927246;
4702,09375;
4693,317871;
4720,389648;
4719,052734;
4718,758301;
4711,079102;
4720,183594;
4718,609375;
4713,585938;
4714,378906;
4719,516113;
4715,616211;
4717,829102;
4718,808594;
4614,291016;
4638,20166;
4640,221191;
4620,933594;
4634,347656;
4708,738281;
4778,584961;
4764,069336;
4768,591309;
4758,720215;
4764,199707;
4767,939453;
4765,419922;
4763,055176;
4719,870606;
4644,492676;
4647,834473;
4644,961914;
4635,464844;
4649,303223;
4641,654785;
4644,832031;
4639,957031;
4649,462891;
4644,682617;
4644,625488;
4639,291016;
4645,321777;
4643,367676;
4646,14209;
4530,171387;
4514,339356;
4507,731934;
4489,761231;
4497,869141;
4507,256348;
4516,060059;
4514,791016;
4519,166016;
4474,830078;
4508,681152;
4522,362305;
4401,321777;
4390,758301;
4382,868652;
4398,290039;
4440,501465;
4476,660645;
4313,118164;
4312,016602;
4343,956543;
4346,160156;
4383,993652;
4373,187012;
4357,170898;
4349,261719;
4375,382813;
4374,40918;
4359,001953;
4378,591309;
4356,049805;
4297,428223;
4299,055664;
4297,052246;
4305,021973;
4295,148926;
4300,737793;
4299,236816;
4302,804688;
4299,15332;
4304,112793;
4301,908203;
4302,160645;
4306,005859;
4301,48877;
4296,33252;
4300,911621;
4302,813477;
4295,96582;
4312,176758;
4295,407715;
4304,153809;
4282,802734;
4299,071289;
4286,98877;
4181,417969;
4157,657227;
4150,158691;
4161,729981;
4161,476563;
4115,501953;
4153,44043;
4160,976563;
4158,430664;
4154,072754;
4152,859375;
4168,349609;
4160,70166;
4158,361816;
4301,996582;
4324,493164;
4332,870117;
4323,424316;
4326,866211;
4328,096191;
4329,583008;
4325,334473;
4401,04541;
4448,378418;
4447,484375;
4445,358398;
4448,064941;
4475,547852;
4525,458008;
4519,529785;
4518,278809;
4519,287598;
4521,525391;
4517,703125;
4518,621094;
4454,432617;
4448,243164;
4449,13916;
4443,712402;
4389,15918;
4376,152832;
4138,194824;
4324,333984;
4271,716309;
4275,396484;
4273,737305;
4260,387695;
4194,901856;
4201,477051;
4172,216309;
4137,154297;
4137,891113;
4163,997559;
4074,585205;
4014,862549;
4078,109375;
4066,023193;
4052,511719;
4059,841065;
4026,276856;
4065,850342;
4074,871826;
3939,907715;
3911,507324;
3981,92334;
3962,329102;
3974,55249;
3970,341553;
3975,547363;
3980,702148;
3986,44043;
3978,335205;
4023,304932;
4055,222168;
4051,678955;
4055,382813;
4056,727051;
4061,944824;
4106,513184;
4135,352539;
4132,789063;
4132,595703;
4146,729004;
4187,18457;
4175,935059;
4174,151856;
4227,787109;
4255,090332;
4286,888184;
4327,663086;
4341,207031;
4402,382813;
4399,647949;
4442,822754;
4466,994629;
4472,395996;
4469,501465;
4469,149414;
4481,145508;
4592,851563;
4702,416992;
4717,185547;
4809,812012;
4884,162598;
4967,720215;
5010,983887;
5110,611328;
5059,687988;
5064,298828;
5085,289551;
5128,480469;
5176,854981;
5233,915039;
5367,041016;
5370,911621;
5373,756348;
5397,038574;
5484,370117;
5481,305176;
5485,414551;
5488,198242;
5492,880371;
5491,273926;
5490,09082;
5486,129883;
5493,52002;
5130,80957;
5328,808106;
5370,99707;
5374,033203;
5374,727051;
5370,916992;
5368,842773;
5364,054199;
5374,651367;
5373,296875;
5368,230957;
5380,672363;
5349,824707;
5375,243164;
5366,972656;
5374,167481;
5375,037598;
5376,344238;
5370,255859;
5438,555176;
5450,496094;
5451,353516;
5512,855957;
5605,07666;
5620,507813;
5616,142578;
5616,0625;
5612,001465;
4042,700195;
1172,065918;
2792,122315;
5800,436035;
6030,357422;
6296,571289;
6352,476563;
6436,49707;
6492,345703;
6486,433594;
6485,657227;
6496,132813;
6171,05957;
6340,67334;
6315,101074;
6273,614746;
6274,32959;
6270,908203;
6273,818359;
6243,182617;
6187,45752;
6224,668457;
6274,464844;
6273,883301;
6277,335449;
6278,983398;
6276,199707;
6279,53125;
6273,215332;
6280,423828;
6278,925781;
6268,522949;
6278,269531;
6284,527344;
6282,356934;
6283,288574;
6284,064941;
6427,688965;
6471,273438;
6467,707031;
6516,45459;
6651,708984;
6552,570313;
6632,757813;
6786,371094;
6959,689453;
6977,747559;
7016,165527;
7042,861816;
7030,618652;
7044,54541;
7045,173828;
7039,73877;
6864,080078;
7453,064453;
7597,728516;
7637,28125;
7770,376465;
7882,016113;
7967,34375;
8079,546875;
8135,062988;
8131,586914;
8238,973633;
8212,378906;
8143,90332;
8117,782227;
8111,188477;
8086,263184;
7991,353516;
7526,645508;
7620,893555;
7814,633789;
7780,09082;
7778,89209;
7434,729981;
7667,703125;
7543,742188;
7532,342285;
7487,594727;
7395,924316;
7390,475098;
7287,58252;
7280,919922;
7177,067383;
7177,984375;
7291,258789;
7300,143555;
7216,960449;
7177,274414;
7164,311523;
6789,257324;
7062,086426;
7012,866699;
7049,499023;
7027,518555;
7056,218262;
6960,125488;
6924,129395;
6914,800293;
6895,004883;
6803,280273;
6791,181152;
6782,198242;
6643,11377;
6706,44043;
6654,961426;
6802,040039;
6755,917969;
6714,893555;
6679,100098;
6678,635254;
6637,71875;
6580,050293;
6582,568359;
6579,847656;
6456,952637;
6236,862305;
6449,703125;
6469,444336;
6468,396484;
6455,756348;
6409,277344;
6347,570801;
6340,670898;
6334,943359;
6336,60791;
6290,461426;
6215,780762;
6335,729004;
6322,89502;
6340,678223;
6350,131348;
6329,129883;
6306,508789;
6272,441406;
6271,346191;
6271,898926;
6274,089356;
6270,572754;
6241,714844;
6195,248047;
6195,307617;
6197,513672;
6189,466309;
6191,237305;
6192,15332;
6123,291016;
6122,452637;
6121,918457;
6118,71875;
6112,081543;
6122,489746;
6124,935059;
6124,78418;
6118,361816;
6123,697754;
6089,715332;
6046,097168;
6048,844727;
6049,861816;
5985,417969;
5971;
5971,906738;
5975,428711;
5968,847656;
5711,604004;
5918,969727;
5930,594727;
5852,690918;
5854,972168;
5851,629883;
5814,984375;
5775,568848;
5781,23584;
5785,923828;
5771,958008;
5712,212402;
5653,98291;
5685,002441;
5674,389648;
5605,526367;
5608,245606;
5601,128906;
5539,296387;
5538,275391;
5535,000977;
5537,431152;
5210,852539;
5420,058106;
5501,444824;
5574,885742;
5595,332031;
5585,275879;
5575,54834;
5582,260742;
5582,987305;
5577,376465;
5504,875;
5484,087402;
5496,271484;
5504,068359;
5486,410156;
5463,621094;
5369,098633;
5374,292481;
5368,412109;
5363,712891;
5379,469727;
5369,694824;
5376,762207;
5366,143555;
5368,232422;
5316,572266;
5267,672363;
5282,790527;
5268,092285;
5257,728027;
5275,526856;
5279,033203;
5260,167481;
5274,729981;
5275,422363;
5190,987305;
5181,675293;
5182,98877;
5178,431152;
5178,658691;
5176,588379;
5169,844238;
5180,15918;
5175,82666;
5185,738281;
5164,328613;
5030,320313;
5116,812988;
5151,303711;
5160,573731;
5160,782227;
5151,76709;
5152,009766;
5121,912109;
5067,668457;
5059,460938;
4703,859375;
4539,855469;
4987,061035;
4991,851563;
4991,416016;
4993,354004;
4992,365723;
4993,509277;
4992,678223;
4941,751465;
4866,227051;
4869,570313;
4876,702637;
4874,644531;
4869,586426;
4873,388672;
4871,496094;
4869,908203;
4866,628906;
4867,416016;
4871,686523;
4870,643555;
4868,003906;
4865,633789;
4817,395996;
4801,761719;
4799,257813;
4802,814453;
4739,438965;
4726,542969;
4719,011231;
4725,340332;
4712,780762;
4628,98877;
4622,372559;
4621,125;
4627,249512;
4623,930176;
4625,57666;
4627,019531;
4521,37793;
4494,088867;
4505,825195;
4485,9375;
4495,399414;
4509,418945;
4497,923828;
4498,327637;
4497,009277;
4477,703125;
4416,257813;
4392,899414;
4404,333496;
4426,275391;
4495,128418;
4498,013672;
4463,538086;
4477,755859;
4469,430176;
4482,72168;
4475,679199;
4443,59668;
4405,071777;
4399,458984;
4403,864258;
4408,62207;
4402,720215;
4404,557617;
4404,275879;
4406,274414;
4396,839844;
4398,935547;
4407,542481;
4408,240723;
4385,016602;
4359,177734;
4325,166016;
4364,569824;
4388,28125;
4386,405762;
4391,023926;
4370,160645;
4381,138184;
4385,898926;
4384,90625;
4388,988281;
4384,668945;
4386,447754;
4384,044922;
4376,933594;
4389,442383;
4392,19043;
4378,151367;
4387,431641;
4386,419434;
4385,768066;
4386,907227;
4456,057617;
4462,262207;
4496,319336;
4539,494141;
4535,345215;
4528,833496;
4478,854004;
4459,953613;
4458,093262;
4456,549316;
4459,92041;
4516,737305;
4534,174316;
4466,912598;
4496,485352;
4509,794434;
4503,181641;
4500,091797;
4499,797363;
4511,839844;
4494,583984;
4491,947754;
4504,405762;
4507,63916;
4541,706055;
4568,794434;
4582,678223;
4579,73584;
4577,696777;
4527,495606;
4503,30957;
4504,162109;
4499,097168;
4475,40918;
4376,884277;
4388,745117;
4382,684082;
4376,151856;
4392,191895;
4370,67627;
4330,534668;
4310,041504;
4303,373047;
4315,973633;
4308,838867;
4263,84668;
4229,673828;
3868,145264;
4227,560059;
4251,361328;
4244,990234;
4189,364746;
4199,81543;
4176,672363;
4173,475098;
4176,134277;
4185,883789;
4175,332031;
4179,688477;
4178,598145;
4178,057129;
4177,290039;
4176,525391;
4179,568359;
4186,980957;
4135,767578;
4157,973633;
4158,453125;
4140,651367;
4159,12793;
4153,381836;
4149,142578;
4149,378906;
4153,947754;
4153,158203;
4155,001465;
4160,535156;
4234,09082;
4226,253418;
4241,562988;
4224,802246;
4220,202148;
4232,432617;
4235,742188;
4231,656738;
4222,133789;
4223,888672;
4229,033691;
4278,303711;
4303,84668;
4303,758789;
4304,929688;
4295,986816;
4303,759277;
4300,402344;
4301,125;
4302,648926;
4179,916016;
4218,061035;
4226,818848;
4233,246582;
4222,704102;
4167,056641;
4159,123535;
4156,0625;
4150,012695;
4155,967285;
4159,71875;
4148,071289;
4157,080078;
4154,427734;
4155,176758;
4148,260742;
4160,138672;
4156,115234;
4153,252441;
4149,641113;
4149,242676;
4226,948731;
4225,847656;
4225,927246;
4221,845215;
4235,12793;
4219,421875;
4241,349121;
4309,526367;
4370,75;
4368,84082;
4371,481934;
4379,272949;
4370,90332;
4380,414063;
4373,620117;
4376,915039;
4374,297852;
4358,919922;
4376,919922;
4562,699707;
4637,953613;
4552,375;
4516,797363;
4521,023438;
4516,167969;
4502,091797;
4486,115723;
4437,49707;
4445,336914;
4432,420898;
4455,038574;
4507,36084;
4494,373047;
4449,975586;
4493,196289;
4460,945801;
4436,096191;
4439,790039;
4410,649414;
4399,76709;
4396,279785;
4404,633301;
4400,642578;
4401,144043;
4396,965332;
4408,708984;
4406,561035;
4398,317871;
4400,260742;
4406,15625;
4395,708984;
4389,752441;
4433,992188;
4472,541504;
4444,243164;
4401,481445;
4391,478516;
4407,291016;
4428,787109;
4534,677734;
4406,970703;
4417,875977;
4466,922363;
4470,174805;
4470,294922;
4470,854004;
4464,070801;
4529,700195;
4395,902344;
4424,887207;
4451,90918;
4429,673828;
4365,499512;
4376,226563;
4395,475586;
4323,717773;
4381,033203;
4363,307129;
4324,661621;
4315,908203;
4318,155762;
4248,049316;
4202,507324;
4220,703125;
4226,82959;
4231,206055;
4228,771484;
3969,854004;
4159,940918;
4134,998047;
4146,068359;
4102,205078;
3982,397705;
3979,199707;
3984,695068;
3986,737549;
4054,214356;
4579,792481;
5140,285645;
6125,47168;
6837,636719;
6983,499512;
7332,98291;
7213,026367;
7009,799805;
6711,796875;
7455,500977;
8800,739258;
8501,918945;
8469,813477;
7456,577148;
7698,023926;
7587,468262;
7474,062988;
7161,136719;
7294,095703;
7098,550781;
7174,344727;
7077,626465;
7033,462402;
6902,322266;
6840,233887;
6820,382813;
6736,771973;
6677,818848;
